"Country or Area","Year","Area","Sex","Age","Record Type","Reliability","Source Year","Value","Value Footnotes"
"Japan","2021","Total","Both Sexes","65","Estimate - de jure","Final figure, complete","2022","1494000","1,2,3"
"Japan","2021","Total","Both Sexes","65 - 69","Estimate - de jure","Final figure, complete","2022","7938000","1,2,3"
"Japan","2021","Total","Both Sexes","66","Estimate - de jure","Final figure, complete","2022","1535000","1,2,3"
"Japan","2021","Total","Both Sexes","67","Estimate - de jure","Final figure, complete","2022","1529000","1,2,3"
"Japan","2021","Total","Both Sexes","68","Estimate - de jure","Final figure, complete","2022","1615000","1,2,3"
"Japan","2021","Total","Both Sexes","69","Estimate - de jure","Final figure, complete","2022","1696000","1,2,3"
"Japan","2021","Total","Both Sexes","70","Estimate - de jure","Final figure, complete","2022","1784000","1,2,3"
"Japan","2021","Total","Both Sexes","70 - 74","Estimate - de jure","Final figure, complete","2022","9670000","1,2,3"
"Japan","2021","Total","Both Sexes","71","Estimate - de jure","Final figure, complete","2022","1900000","1,2,3"
"Japan","2021","Total","Both Sexes","72","Estimate - de jure","Final figure, complete","2022","2065000","1,2,3"
"Japan","2021","Total","Both Sexes","73","Estimate - de jure","Final figure, complete","2022","2024000","1,2,3"
"Japan","2021","Total","Both Sexes","74","Estimate - de jure","Final figure, complete","2022","1899000","1,2,3"
"Japan","2021","Total","Both Sexes","75","Estimate - de jure","Final figure, complete","2022","1167000","1,2,3"
"Japan","2021","Total","Both Sexes","75 - 79","Estimate - de jure","Final figure, complete","2022","6714000","1,2,3"
"Japan","2021","Total","Both Sexes","76","Estimate - de jure","Final figure, complete","2022","1233000","1,2,3"
"Japan","2021","Total","Both Sexes","77","Estimate - de jure","Final figure, complete","2022","1484000","1,2,3"
"Japan","2021","Total","Both Sexes","78","Estimate - de jure","Final figure, complete","2022","1409000","1,2,3"
"Japan","2021","Total","Both Sexes","79","Estimate - de jure","Final figure, complete","2022","1420000","1,2,3"
"Japan","2021","Total","Both Sexes","80","Estimate - de jure","Final figure, complete","2022","1346000","1,2,3"
"Japan","2021","Total","Both Sexes","80 - 84","Estimate - de jure","Final figure, complete","2022","5494000","1,2,3"
"Japan","2021","Total","Both Sexes","81","Estimate - de jure","Final figure, complete","2022","1188000","1,2,3"
"Japan","2021","Total","Both Sexes","82","Estimate - de jure","Final figure, complete","2022","998000","1,2,3"
"Japan","2021","Total","Both Sexes","83","Estimate - de jure","Final figure, complete","2022","1024000","1,2,3"
"Japan","2021","Total","Both Sexes","84","Estimate - de jure","Final figure, complete","2022","1005000","1,2,3"
"Japan","2021","Total","Both Sexes","85","Estimate - de jure","Final figure, complete","2022","955000","1,2,3"
"Japan","2021","Total","Both Sexes","85 - 89","Estimate - de jure","Final figure, complete","2022","3851000","1,2,3"
"Japan","2021","Total","Both Sexes","86","Estimate - de jure","Final figure, complete","2022","855000","1,2,3"
"Japan","2021","Total","Both Sexes","87","Estimate - de jure","Final figure, complete","2022","753000","1,2,3"
"Japan","2021","Total","Both Sexes","88","Estimate - de jure","Final figure, complete","2022","694000","1,2,3"
"Japan","2021","Total","Both Sexes","89","Estimate - de jure","Final figure, complete","2022","615000","1,2,3"
"Japan","2021","Total","Both Sexes","90","Estimate - de jure","Final figure, complete","2022","532000","1,2,3"
"Japan","2021","Total","Both Sexes","90 - 94","Estimate - de jure","Final figure, complete","2022","1886000","1,2,3"
"Japan","2021","Total","Both Sexes","91","Estimate - de jure","Final figure, complete","2022","445000","1,2,3"
"Japan","2021","Total","Both Sexes","92","Estimate - de jure","Final figure, complete","2022","378000","1,2,3"
"Japan","2021","Total","Both Sexes","93","Estimate - de jure","Final figure, complete","2022","313000","1,2,3"
"Japan","2021","Total","Both Sexes","94","Estimate - de jure","Final figure, complete","2022","236000","1,2,3"
"Japan","2021","Total","Both Sexes","95","Estimate - de jure","Final figure, complete","2022","186000","1,2,3"
"Japan","2021","Total","Both Sexes","95 - 99","Estimate - de jure","Final figure, complete","2022","536000","1,2,3"
"Japan","2021","Total","Both Sexes","96","Estimate - de jure","Final figure, complete","2022","137000","1,2,3"
"Japan","2021","Total","Both Sexes","97","Estimate - de jure","Final figure, complete","2022","97000","1,2,3"
"Japan","2021","Total","Both Sexes","98","Estimate - de jure","Final figure, complete","2022","69000","1,2,3"
"Japan","2021","Total","Both Sexes","99","Estimate - de jure","Final figure, complete","2022","48000","1,2,3"
"Japan","2021","Total","Both Sexes","100 +","Estimate - de jure","Final figure, complete","2022","85000","1,2,3"
"Japan","2021","Total","Both Sexes","100 +","Estimate - de jure","Final figure, complete","2022","86000","1,2,3"
"Japan","2021","Total","Male","Total","Estimate - de jure","Final figure, complete","2022","61109000","1,2,3"
"Japan","2021","Total","Male","0","Estimate - de jure","Final figure, complete","2022","425000","1,2,3"
"Japan","2021","Total","Male","0 - 4","Estimate - de jure","Final figure, complete","2022","2263000","1,2,3"
"Japan","2021","Total","Male","1","Estimate - de jure","Final figure, complete","2022","427000","1,2,3"
"Japan","2021","Total","Male","2","Estimate - de jure","Final figure, complete","2022","446000","1,2,3"
"Japan","2021","Total","Male","3","Estimate - de jure","Final figure, complete","2022","468000","1,2,3"
"Japan","2021","Total","Male","4","Estimate - de jure","Final figure, complete","2022","480000","1,2,3"
"Japan","2021","Total","Male","5","Estimate - de jure","Final figure, complete","2022","502000","1,2,3"
"Japan","2021","Total","Male","5 - 9","Estimate - de jure","Final figure, complete","2022","2593000","1,2,3"
"Japan","2021","Total","Male","6","Estimate - de jure","Final figure, complete","2022","514000","1,2,3"
"Japan","2021","Total","Male","7","Estimate - de jure","Final figure, complete","2022","514000","1,2,3"
"Japan","2021","Total","Male","8","Estimate - de jure","Final figure, complete","2022","525000","1,2,3"
"Japan","2021","Total","Male","9","Estimate - de jure","Final figure, complete","2022","527000","1,2,3"
"Japan","2021","Total","Male","10","Estimate - de jure","Final figure, complete","2022","540000","1,2,3"
"Japan","2021","Total","Male","10 - 14","Estimate - de jure","Final figure, complete","2022","2750000","1,2,3"
"Japan","2021","Total","Male","11","Estimate - de jure","Final figure, complete","2022","545000","1,2,3"
"Japan","2021","Total","Male","12","Estimate - de jure","Final figure, complete","2022","548000","1,2,3"
"Japan","2021","Total","Male","13","Estimate - de jure","Final figure, complete","2022","558000","1,2,3"
"Japan","2021","Total","Male","14","Estimate - de jure","Final figure, complete","2022","555000","1,2,3"
"Japan","2021","Total","Male","15","Estimate - de jure","Final figure, complete","2022","550000","1,2,3"
"Japan","2021","Total","Male","15 - 19","Estimate - de jure","Final figure, complete","2022","2891000","1,2,3"
"Japan","2021","Total","Male","16","Estimate - de jure","Final figure, complete","2022","553000","1,2,3"
"Japan","2021","Total","Male","17","Estimate - de jure","Final figure, complete","2022","575000","1,2,3"
"Japan","2021","Total","Male","18","Estimate - de jure","Final figure, complete","2022","582000","1,2,3"
"Japan","2021","Total","Male","19","Estimate - de jure","Final figure, complete","2022","604000","1,2,3"
"Japan","2021","Total","Male","20","Estimate - de jure","Final figure, complete","2022","624000","1,2,3"
"Japan","2021","Total","Male","20 - 24","Estimate - de jure","Final figure, complete","2022","3221000","1,2,3"
"Japan","2021","Total","Male","21","Estimate - de jure","Final figure, complete","2022","638000","1,2,3"
"Japan","2021","Total","Male","22","Estimate - de jure","Final figure, complete","2022","637000","1,2,3"
"Japan","2021","Total","Male","23","Estimate - de jure","Final figure, complete","2022","652000","1,2,3"
"Japan","2021","Total","Male","24","Estimate - de jure","Final figure, complete","2022","654000","1,2,3"
"Japan","2021","Total","Male","25","Estimate - de jure","Final figure, complete","2022","656000","1,2,3"
"Japan","2021","Total","Male","25 - 29","Estimate - de jure","Final figure, complete","2022","3276000","1,2,3"
"Japan","2021","Total","Male","26","Estimate - de jure","Final figure, complete","2022","664000","1,2,3"
"Japan","2021","Total","Male","27","Estimate - de jure","Final figure, complete","2022","661000","1,2,3"
"Japan","2021","Total","Male","28","Estimate - de jure","Final figure, complete","2022","646000","1,2,3"
"Japan","2021","Total","Male","29","Estimate - de jure","Final figure, complete","2022","650000","1,2,3"
"Japan","2021","Total","Male","30","Estimate - de jure","Final figure, complete","2022","644000","1,2,3"
"Japan","2021","Total","Male","30 - 34","Estimate - de jure","Final figure, complete","2022","3372000","1,2,3"
"Japan","2021","Total","Male","31","Estimate - de jure","Final figure, complete","2022","655000","1,2,3"
"Japan","2021","Total","Male","32","Estimate - de jure","Final figure, complete","2022","665000","1,2,3"
"Japan","2021","Total","Male","33","Estimate - de jure","Final figure, complete","2022","685000","1,2,3"
"Japan","2021","Total","Male","34","Estimate - de jure","Final figure, complete","2022","702000","1,2,3"
"Japan","2021","Total","Male","35","Estimate - de jure","Final figure, complete","2022","711000","1,2,3"
"Japan","2021","Total","Male","35 - 39","Estimate - de jure","Final figure, complete","2022","3757000","1,2,3"
"Japan","2021","Total","Male","36","Estimate - de jure","Final figure, complete","2022","734000","1,2,3"
"Japan","2021","Total","Male","37","Estimate - de jure","Final figure, complete","2022","758000","1,2,3"
"Japan","2021","Total","Male","38","Estimate - de jure","Final figure, complete","2022","766000","1,2,3"
"Japan","2021","Total","Male","39","Estimate - de jure","Final figure, complete","2022","766000","1,2,3"
"Japan","2021","Total","Male","40","Estimate - de jure","Final figure, complete","2022","773000","1,2,3"
"Japan","2021","Total","Male","40 - 44","Estimate - de jure","Final figure, complete","2022","4180000","1,2,3"
"Japan","2021","Total","Male","41","Estimate - de jure","Final figure, complete","2022","807000","1,2,3"
"Japan","2021","Total","Male","42","Estimate - de jure","Final figure, complete","2022","827000","1,2,3"
"Japan","2021","Total","Male","43","Estimate - de jure","Final figure, complete","2022","857000","1,2,3"
"Japan","2021","Total","Male","44","Estimate - de jure","Final figure, complete","2022","880000","1,2,3"
"Japan","2021","Total","Male","45","Estimate - de jure","Final figure, complete","2022","921000","1,2,3"
"Japan","2021","Total","Male","45 - 49","Estimate - de jure","Final figure, complete","2022","4949000","1,2,3"
"Japan","2021","Total","Male","46","Estimate - de jure","Final figure, complete","2022","958000","1,2,3"
"Japan","2021","Total","Male","47","Estimate - de jure","Final figure, complete","2022","1012000","1,2,3"
"Japan","2021","Total","Male","48","Estimate - de jure","Final figure, complete","2022","1027000","1,2,3"
"Japan","2021","Total","Male","49","Estimate - de jure","Final figure, complete","2022","1009000","1,2,3"
"Japan","2021","Total","Male","50","Estimate - de jure","Final figure, complete","2022","978000","1,2,3"
"Japan","2021","Total","Male","50 - 54","Estimate - de jure","Final figure, complete","2022","4569000","1,2,3"
"Japan","2021","Total","Male","51","Estimate - de jure","Final figure, complete","2022","946000","1,2,3"
"Japan","2021","Total","Male","52","Estimate - de jure","Final figure, complete","2022","929000","1,2,3"
"Japan","2021","Total","Male","53","Estimate - de jure","Final figure, complete","2022","905000","1,2,3"
"Japan","2021","Total","Male","54","Estimate - de jure","Final figure, complete","2022","901000","1,2,3"
"Japan","2021","Total","Male","55","Estimate - de jure","Final figure, complete","2022","700000","1,2,3"
"Japan","2021","Total","Male","55 - 59","Estimate - de jure","Final figure, complete","2022","3929000","1,2,3"
"Japan","2021","Total","Male","56","Estimate - de jure","Final figure, complete","2022","862000","1,2,3"
"Japan","2021","Total","Male","57","Estimate - de jure","Final figure, complete","2022","806000","1,2,3"
"Japan","2021","Total","Male","58","Estimate - de jure","Final figure, complete","2022","784000","1,2,3"
"Japan","2021","Total","Male","59","Estimate - de jure","Final figure, complete","2022","757000","1,2,3"
"Japan","2021","Total","Male","60","Estimate - de jure","Final figure, complete","2022","739000","1,2,3"
"Japan","2021","Total","Male","60 - 64","Estimate - de jure","Final figure, complete","2022","3653000","1,2,3"
"Japan","2021","Total","Male","61","Estimate - de jure","Final figure, complete","2022","739000","1,2,3"
"Japan","2021","Total","Male","62","Estimate - de jure","Final figure, complete","2022","750000","1,2,3"
"Japan","2021","Total","Male","63","Estimate - de jure","Final figure, complete","2022","724000","1,2,3"
"Japan","2021","Total","Male","64","Estimate - de jure","Final figure, complete","2022","701000","1,2,3"
"Japan","2021","Total","Male","65","Estimate - de jure","Final figure, complete","2022","732000","1,2,3"
"Japan","2021","Total","Male","65 - 69","Estimate - de jure","Final figure, complete","2022","3856000","1,2,3"
"Japan","2021","Total","Male","66","Estimate - de jure","Final figure, complete","2022","751000","1,2,3"
"Japan","2021","Total","Male","67","Estimate - de jure","Final figure, complete","2022","744000","1,2,3"
"Japan","2021","Total","Male","68","Estimate - de jure","Final figure, complete","2022","781000","1,2,3"
"Japan","2021","Total","Male","69","Estimate - de jure","Final figure, complete","2022","816000","1,2,3"
"Japan","2021","Total","Male","70","Estimate - de jure","Final figure, complete","2022","854000","1,2,3"
"Japan","2021","Total","Male","70 - 74","Estimate - de jure","Final figure, complete","2022","4565000","1,2,3"
"Japan","2021","Total","Male","71","Estimate - de jure","Final figure, complete","2022","902000","1,2,3"
"Japan","2021","Total","Male","72","Estimate - de jure","Final figure, complete","2022","975000","1,2,3"
"Japan","2021","Total","Male","73","Estimate - de jure","Final figure, complete","2022","948000","1,2,3"
"Japan","2021","Total","Male","74","Estimate - de jure","Final figure, complete","2022","885000","1,2,3"
"Japan","2021","Total","Male","75","Estimate - de jure","Final figure, complete","2022","535000","1,2,3"
"Japan","2021","Total","Male","75 - 79","Estimate - de jure","Final figure, complete","2022","2989000","1,2,3"
"Japan","2021","Total","Male","76","Estimate - de jure","Final figure, complete","2022","555000","1,2,3"
"Japan","2021","Total","Male","77","Estimate - de jure","Final figure, complete","2022","660000","1,2,3"
"Japan","2021","Total","Male","78","Estimate - de jure","Final figure, complete","2022","621000","1,2,3"
"Japan","2021","Total","Male","79","Estimate - de jure","Final figure, complete","2022","619000","1,2,3"
"Japan","2021","Total","Male","80","Estimate - de jure","Final figure, complete","2022","580000","1,2,3"
"Japan","2021","Total","Male","80 - 84","Estimate - de jure","Final figure, complete","2022","2279000","1,2,3"
"Japan","2021","Total","Male","81","Estimate - de jure","Final figure, complete","2022","503000","1,2,3"
"Japan","2021","Total","Male","82","Estimate - de jure","Final figure, complete","2022","415000","1,2,3"
"Japan","2021","Total","Male","83","Estimate - de jure","Final figure, complete","2022","415000","1,2,3"
"Japan","2021","Total","Male","84","Estimate - de jure","Final figure, complete","2022","398000","1,2,3"
"Japan","2021","Total","Male","85","Estimate - de jure","Final figure, complete","2022","368000","1,2,3"
"Japan","2021","Total","Male","85 - 89","Estimate - de jure","Final figure, complete","2022","1377000","1,2,3"
"Japan","2021","Total","Male","86","Estimate - de jure","Final figure, complete","2022","316000","1,2,3"
"Japan","2021","Total","Male","87","Estimate - de jure","Final figure, complete","2022","268000","1,2,3"
"Japan","2021","Total","Male","88","Estimate - de jure","Final figure, complete","2022","236000","1,2,3"
"Japan","2021","Total","Male","89","Estimate - de jure","Final figure, complete","2022","200000","1,2,3"
"Japan","2021","Total","Male","90","Estimate - de jure","Final figure, complete","2022","163000","1,2,3"
"Japan","2021","Total","Male","90 - 94","Estimate - de jure","Final figure, complete","2022","525000","1,2,3"
"Japan","2021","Total","Male","91","Estimate - de jure","Final figure, complete","2022","129000","1,2,3"
"Japan","2021","Total","Male","92","Estimate - de jure","Final figure, complete","2022","103000","1,2,3"
"Japan","2021","Total","Male","93","Estimate - de jure","Final figure, complete","2022","80000","1,2,3"
"Japan","2021","Total","Male","94","Estimate - de jure","Final figure, complete","2022","56000","1,2,3"
"Japan","2021","Total","Male","95","Estimate - de jure","Final figure, complete","2022","41000","1,2,3"
"Japan","2021","Total","Male","95 - 99","Estimate - de jure","Final figure, complete","2022","104000","1,2,3"
"Japan","2021","Total","Male","96","Estimate - de jure","Final figure, complete","2022","28000","1,2,3"
"Japan","2021","Total","Male","97","Estimate - de jure","Final figure, complete","2022","18000","1,2,3"
"Japan","2021","Total","Male","98","Estimate - de jure","Final figure, complete","2022","11000","1,2,3"
"Japan","2021","Total","Male","99","Estimate - de jure","Final figure, complete","2022","7000","1,2,3"
"Japan","2021","Total","Male","100 +","Estimate - de jure","Final figure, complete","2022","10000","1,2,3"
"Japan","2021","Total","Male","100 +","Estimate - de jure","Final figure, complete","2022","10000","1,2,3"
"Japan","2021","Total","Female","Total","Estimate - de jure","Final figure, complete","2022","64572000","1,2,3"
"Japan","2021","Total","Female","0","Estimate - de jure","Final figure, complete","2022","405000","1,2,3"
"Japan","2021","Total","Female","0 - 4","Estimate - de jure","Final figure, complete","2022","2159000","1,2,3"
"Japan","2021","Total","Female","1","Estimate - de jure","Final figure, complete","2022","408000","1,2,3"
"Japan","2021","Total","Female","2","Estimate - de jure","Final figure, complete","2022","425000","1,2,3"
"Japan","2021","Total","Female","3","Estimate - de jure","Final figure, complete","2022","446000","1,2,3"
"Japan","2021","Total","Female","4","Estimate - de jure","Final figure, complete","2022","458000","1,2,3"
"Japan","2021","Total","Female","5","Estimate - de jure","Final figure, complete","2022","477000","1,2,3"
"Japan","2021","Total","Female","5 - 9","Estimate - de jure","Final figure, complete","2022","2469000","1,2,3"
"Japan","2021","Total","Female","6","Estimate - de jure","Final figure, complete","2022","489000","1,2,3"
"Japan","2021","Total","Female","7","Estimate - de jure","Final figure, complete","2022","488000","1,2,3"
"Japan","2021","Total","Female","8","Estimate - de jure","Final figure, complete","2022","501000","1,2,3"
"Japan","2021","Total","Female","9","Estimate - de jure","Final figure, complete","2022","503000","1,2,3"
"Japan","2021","Total","Female","10","Estimate - de jure","Final figure, complete","2022","514000","1,2,3"
"Japan","2021","Total","Female","10 - 14","Estimate - de jure","Final figure, complete","2022","2615000","1,2,3"
"Japan","2021","Total","Female","11","Estimate - de jure","Final figure, complete","2022","518000","1,2,3"
"Japan","2021","Total","Female","12","Estimate - de jure","Final figure, complete","2022","521000","1,2,3"
"Japan","2021","Total","Female","13","Estimate - de jure","Final figure, complete","2022","531000","1,2,3"
"Japan","2021","Total","Female","14","Estimate - de jure","Final figure, complete","2022","527000","1,2,3"
"Japan","2021","Total","Female","15","Estimate - de jure","Final figure, complete","2022","524000","1,2,3"
"Japan","2021","Total","Female","15 - 19","Estimate - de jure","Final figure, complete","2022","2743000","1,2,3"
"Japan","2021","Total","Female","16","Estimate - de jure","Final figure, complete","2022","524000","1,2,3"
"Japan","2021","Total","Female","17","Estimate - de jure","Final figure, complete","2022","545000","1,2,3"
"Japan","2021","Total","Female","18","Estimate - de jure","Final figure, complete","2022","549000","1,2,3"
"Japan","2021","Total","Female","19","Estimate - de jure","Final figure, complete","2022","574000","1,2,3"
"Japan","2021","Total","Female","20","Estimate - de jure","Final figure, complete","2022","597000","1,2,3"
"Japan","2021","Total","Female","20 - 24","Estimate - de jure","Final figure, complete","2022","3073000","1,2,3"
"Japan","2021","Total","Female","21","Estimate - de jure","Final figure, complete","2022","607000","1,2,3"
"Japan","2021","Total","Female","22","Estimate - de jure","Final figure, complete","2022","610000","1,2,3"
"Japan","2021","Total","Female","23","Estimate - de jure","Final figure, complete","2022","622000","1,2,3"
"Japan","2021","Total","Female","24","Estimate - de jure","Final figure, complete","2022","623000","1,2,3"
"Japan","2021","Total","Female","25","Estimate - de jure","Final figure, complete","2022","622000","1,2,3"
"Japan","2021","Total","Female","25 - 29","Estimate - de jure","Final figure, complete","2022","3104000","1,2,3"
"Japan","2021","Total","Female","26","Estimate - de jure","Final figure, complete","2022","629000","1,2,3"
"Japan","2021","Total","Female","27","Estimate - de jure","Final figure, complete","2022","625000","1,2,3"
"Japan","2021","Total","Female","28","Estimate - de jure","Final figure, complete","2022","610000","1,2,3"
"Japan","2021","Total","Female","29","Estimate - de jure","Final figure, complete","2022","616000","1,2,3"
"Japan","2021","Total","Female","30","Estimate - de jure","Final figure, complete","2022","613000","1,2,3"
